id,client,term,campaign,status,cost,clicks,conversions,source_sha256,jev,jev_probability,luna,disposition,apply
Nexla-16,Nexla,create ai agent for free,G_US_S_NB_MCP-Agentic,NONE,7.98,2,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,irrelevant,0.58,buyer,review_required,False
Nexla-17,Nexla,create ai agent,G_US_S_NB_MCP-Agentic,NONE,7.47,2,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.52,buyer,review_required,False
Nexla-18,Nexla,level ai,G_US_S_NB_MCP-Agentic,NONE,7.1,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,review,0.42,review,review_required,False
Nexla-19,Nexla,mcp infrastructure,G_US_S_NB_MCP-Agentic,NONE,7.04,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.96,buyer,retain_candidate,False
Nexla-20,Nexla,wordpress mcp server,G_US_S_NB_MCP-Agentic,NONE,6.55,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.86,buyer,review_required,False
Nexla-21,Nexla,newo ai,G_US_S_NB_MCP-Agentic,NONE,6.5,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,review,0.56,review,review_required,False
Nexla-22,Nexla,microsoft playwright mcp,G_US_S_NB_MCP-Agentic,NONE,6.31,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.83,buyer,review_required,False
Nexla-23,Nexla,create an ai agent,G_US_S_NB_MCP-Agentic,NONE,6.25,2,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.52,buyer,review_required,False
Nexla-24,Nexla,mcp protocol rfc,G_US_S_NB_MCP-Agentic,EXCLUDED,6.1,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.92,buyer,already_excluded; no_duplicate_change,False
Nexla-25,Nexla,using mcp servers with claude code,G_US_S_NB_MCP-Agentic,NONE,6,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.89,buyer,review_required,False
Nexla-26,Nexla,uml mcp server,G_US_S_NB_MCP-Agentic,NONE,5.99,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.86,buyer,review_required,False
Nexla-27,Nexla,open source mcp gateway,G_US_S_NB_MCP-Agentic,NONE,5.96,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.96,buyer,retain_candidate,False
Nexla-28,Nexla,mcp server protocol,G_US_S_NB_MCP-Agentic,NONE,5.82,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.95,buyer,retain_candidate,False
Nexla-29,Nexla,dart and flutter mcp server,G_US_S_NB_MCP-Agentic,NONE,5.71,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.81,buyer,review_required,False
Nexla-30,Nexla,mcp server node js,G_US_S_NB_MCP-Agentic,NONE,5.61,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.89,buyer,review_required,False
Nexla-31,Nexla,how to create a mcp server,G_US_S_NB_MCP-Agentic,EXCLUDED,5.46,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.71,buyer,already_excluded; no_duplicate_change,False
Nexla-32,Nexla,mintlify mcp,G_US_S_NB_MCP-Agentic,EXCLUDED,5.46,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.58,competitor,already_excluded; no_duplicate_change,False
Nexla-33,Nexla,mcp cisco,G_US_S_NB_MCP-Agentic,NONE,5.44,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.53,buyer,review_required,False
Nexla-34,Nexla,mcp server ppt,G_US_S_NB_MCP-Agentic,NONE,5.42,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.87,review,review_required,False
Nexla-35,Nexla,wan mcp,G_US_S_NB_MCP-Agentic,NONE,5.38,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.68,buyer,review_required,False
Nexla-36,Nexla,21st dev magic mcp,G_US_S_NB_MCP-Agentic,NONE,5.33,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.52,competitor,review_required,False
Nexla-37,Nexla,mcp for image generation,G_US_S_NB_MCP-Agentic,NONE,5.26,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.9,buyer,retain_candidate,False
Nexla-38,Nexla,nutanix mcp server,G_US_S_NB_MCP-Agentic,NONE,5.26,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.62,competitor,review_required,False
Nexla-39,Nexla,mcp server for claude,G_US_S_NB_MCP-Agentic,NONE,5.21,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.97,buyer,retain_candidate,False
Nexla-40,Nexla,nexla inc,G_US_S_Brand_Exact,ADDED,5.18,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,review,0.53,buyer,review_required,False
Nexla-41,Nexla,mcp server github example,G_US_S_NB_MCP-Agentic,EXCLUDED,5.17,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.94,buyer,already_excluded; no_duplicate_change,False
Nexla-42,Nexla,sap mcp,G_US_S_NB_MCP-Agentic,NONE,5.15,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.62,buyer,review_required,False
Nexla-43,Nexla,datadog mcp,G_US_S_NB_MCP-Agentic,NONE,4.99,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.67,competitor,review_required,False
Nexla-44,Nexla,claude mcp,G_US_S_NB_MCP-Agentic,NONE,4.98,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.91,buyer,retain_candidate,False
Nexla-45,Nexla,fast mcp,G_US_S_NB_MCP-Agentic,NONE,4.96,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.81,buyer,review_required,False
Nexla-46,Nexla,mcp server setup,G_US_S_NB_MCP-Agentic,NONE,4.92,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.86,buyer,review_required,False
Nexla-47,Nexla,mcp server meaning,G_US_S_NB_MCP-Agentic,EXCLUDED,4.9,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.87,buyer,already_excluded; no_duplicate_change,False
Nexla-48,Nexla,how to build an mcp,G_US_S_NB_MCP-Agentic,EXCLUDED,4.86,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.64,buyer,already_excluded; no_duplicate_change,False
Nexla-49,Nexla,agentic ai systems,G_US_S_NB_MCP-Agentic,NONE,4.386928,4,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.84,buyer,review_required,False
Nexla-50,Nexla,mcp design patterns,G_US_S_NB_MCP-Agentic,NONE,4.36,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.92,buyer,retain_candidate,False
Nexla-51,Nexla,mongodb mcp,G_US_S_NB_MCP-Agentic,NONE,4.36,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.91,buyer,retain_candidate,False
Nexla-52,Nexla,mcp a2a acp,G_US_S_NB_MCP-Agentic,NONE,4.26,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.76,buyer,review_required,False
Nexla-53,Nexla,mcp skills,G_US_S_NB_MCP-Agentic,NONE,4.19,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.78,buyer,review_required,False
Nexla-54,Nexla,top mcp servers for claude code,G_US_S_NB_MCP-Agentic,NONE,4.19,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.95,buyer,retain_candidate,False
Nexla-55,Nexla,ai voice agents,G_US_S_NB_MCP-Agentic,NONE,4.18,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,irrelevant,0.57,buyer,review_required,False
Nexla-56,Nexla,codex mcp server,G_US_S_NB_MCP-Agentic,NONE,4.12,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.93,buyer,retain_candidate,False
Nexla-57,Nexla,mcp in databricks,G_US_S_NB_MCP-Agentic,NONE,4.11,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.8,buyer,review_required,False
Nexla-58,Nexla,proxmox mcp server,G_US_S_NB_MCP-Agentic,NONE,4.09,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.83,competitor,review_required,False
Nexla-59,Nexla,vanta mcp,G_US_S_NB_MCP-Agentic,NONE,4.08,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.51,competitor,review_required,False
Nexla-60,Nexla,mcp server ai,G_US_S_NB_MCP-Agentic,NONE,4.01,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.96,buyer,retain_candidate,False
Nexla-61,Nexla,enterprise ai platform,G_US_S_NB_MCP-Agentic,EXCLUDED,3.995359,3,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.95,buyer,already_excluded; no_duplicate_change,False
Nexla-62,Nexla,mcp for blender,G_US_S_NB_MCP-Agentic,NONE,3.99,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.44,buyer,review_required,False
Nexla-63,Nexla,agentic ai applications,G_US_S_NB_MCP-Agentic,NONE,3.9,4,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.84,buyer,review_required,False
Nexla-64,Nexla,ai platforms,G_US_S_NB_MCP-Agentic,NONE,3.347828,4,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.86,buyer,review_required,False
Nexla-65,Nexla,glean mcp server,G_US_S_NB_MCP-Agentic,NONE,3.06,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.51,buyer,review_required,False
Nexla-66,Nexla,agentic ai platform,G_US_S_NB_MCP-Agentic,NONE,2.848196,2,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.92,buyer,retain_candidate,False
Nexla-67,Nexla,ai agent tools,G_US_S_NB_MCP-Agentic,NONE,2.71,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.9,buyer,retain_candidate,False
Nexla-68,Nexla,best agentic ai,G_US_S_NB_MCP-Agentic,NONE,2.65,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.73,buyer,review_required,False
Nexla-69,Nexla,agentic commerce,G_US_S_NB_MCP-Agentic,NONE,2.59,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,review,0.37,buyer,review_required,False
Nexla-70,Nexla,create an ai agent,G_US_S_NB_MCP-Agentic,NONE,2.59,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.54,buyer,review_required,False
Nexla-71,Nexla,smart ai,G_US_S_NB_MCP-Agentic,NONE,2.31,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,review,0.47000000000000003,review,review_required,False
Nexla-72,Nexla,lindy ai agent,G_US_S_NB_MCP-Agentic,NONE,2.07,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.3,competitor,review_required,False
Nexla-73,Nexla,data platform modernization,G_US_S_NB_MCP-Agentic,NONE,2.056674,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.92,buyer,retain_candidate,False
Nexla-74,Nexla,ai agent platforms,G_US_S_NB_MCP-Agentic,NONE,2.005435,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.91,buyer,retain_candidate,False
Nexla-75,Nexla,hubspot ai agents,G_US_S_NB_MCP-Agentic,NONE,2,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,competitor,0.4,buyer,review_required,False
Nexla-76,Nexla,ai platform,G_US_S_NB_MCP-Agentic,NONE,1.81,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.84,buyer,review_required,False
Nexla-77,Nexla,free ai agents,G_US_S_NB_MCP-Agentic,NONE,1.72,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.58,buyer,review_required,False
Nexla-78,Nexla,ai in automation,G_US_S_NB_MCP-Agentic,NONE,1.7,2,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.81,buyer,review_required,False
Nexla-79,Nexla,enterprise ai platforms,G_US_S_NB_MCP-Agentic,NONE,1.667184,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.96,buyer,retain_candidate,False
Nexla-80,Nexla,best ai agent,G_US_S_NB_MCP-Agentic,NONE,1.63,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.55,buyer,review_required,False
Nexla-81,Nexla,enterprise ai platforms,G_US_S_NB_MCP-Agentic,NONE,1.568272,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.96,buyer,retain_candidate,False
Nexla-82,Nexla,agentic ai systems,G_US_S_NB_MCP-Agentic,NONE,1.53,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.83,buyer,review_required,False
Nexla-83,Nexla,agentic ai tool,G_US_S_NB_MCP-Agentic,NONE,1.45,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.88,buyer,review_required,False
Nexla-84,Nexla,claude ai enterprise,G_US_S_NB_MCP-Agentic,NONE,1.334399,1,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.68,buyer,review_required,False
Nexla-85,Nexla,1 mcp server needs authentication,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.9,buyer,retain_candidate,False
Nexla-86,Nexla,21 dev magic mcp server command,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.63,buyer,review_required,False
Nexla-87,Nexla,21 dev mcp server,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.75,buyer,review_required,False
Nexla-88,Nexla,21st dev magic mcp claude code,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.51,competitor,review_required,False
Nexla-89,Nexla,21st dev magic mcp server command,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.61,competitor,review_required,False
Nexla-90,Nexla,21st dev mcp,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.59,competitor,review_required,False
Nexla-91,Nexla,a2a mcp,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.84,buyer,review_required,False
Nexla-92,Nexla,aceternity ui mcp server,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.75,competitor,review_required,False
Nexla-93,Nexla,adb mcp,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.83,buyer,review_required,False
Nexla-94,Nexla,add mcp codex cli,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.5700000000000001,buyer,review_required,False
Nexla-95,Nexla,add mcp server to claude code,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.71,buyer,review_required,False
Nexla-96,Nexla,add mcp server to cursor,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.63,buyer,review_required,False
Nexla-97,Nexla,adding mcp server to cursor,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.73,buyer,review_required,False
Nexla-98,Nexla,ado mcp server,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.86,buyer,review_required,False
Nexla-99,Nexla,adobe analytics mcp server,G_US_S_NB_MCP-Agentic,NONE,0,0,0,f70816535da3179addce868f45af9dbd96950d41df3deb065a3fa9ce66c8cdf0,buyer,0.83,buyer,review_required,False
