Prospect ID,Business Name,Contact Name,Email,Franchise Brand,Category,City,State,Phone,Website,Registration Link,Role Type,Email Type,Source,Source URL,Accessed,Wave,Send Batch,Outreach Status,Email Sent Date
FRAN-SEND-0602,Mosquito Squad Greenville,,greenville@mosquitosquad.com,Mosquito Squad,Pest control (home services),Greenville,,(864) 362-2013,https://www.mosquitosquad.com/greenville/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0602#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/greenville/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0603,Mosquito Squad Hartford,,westhartford@mosquitosquad.com,Mosquito Squad,Pest control (home services),Hartford,,860-406-7450,https://www.mosquitosquad.com/hartford/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0603#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/hartford/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0604,Mosquito Squad Houston,,houston@mosquitosquad.com,Mosquito Squad,Pest control (home services),Houston,,(713) 597-4202,https://www.mosquitosquad.com/houston/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0604#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/houston/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0605,Mosquito Squad Houston,,houston@mosquitosquadplus.com,Mosquito Squad,Pest control (home services),Houston,,(713) 597-4202,https://www.mosquitosquad.com/houston/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0605#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/houston/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0606,Mosquito Squad Howard And Montgomery County,,centralmaryland@mosquitosquad.com,Mosquito Squad,Pest control (home services),Howard And Montgomery County,,(301) 888-5713,https://www.mosquitosquad.com/howard-and-montgomery-county/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0606#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/howard-and-montgomery-county/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0607,Mosquito Squad Irvine,,irvine@mosquitosquad.com,Mosquito Squad,Pest control (home services),Irvine,,(714) 242-4752,https://www.mosquitosquad.com/irvine/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0607#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/irvine/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0608,Mosquito Squad Kansas City,,kc@mosquitosquad.com,Mosquito Squad,Pest control (home services),Kansas City,,913-372-2565,https://www.mosquitosquad.com/kansas-city/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0608#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/kansas-city/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0609,Mosquito Squad Knoxville,,knoxville@mosquitosquad.com,Mosquito Squad,Pest control (home services),Knoxville,,(865) 413-7732,https://www.mosquitosquad.com/knoxville/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0609#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/knoxville/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0610,Mosquito Squad Lacrosse,,madison@mosquitosquadplus.com,Mosquito Squad,Pest control (home services),Lacrosse,,(608) 514-9405,https://www.mosquitosquad.com/lacrosse/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0610#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/lacrosse/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0611,Mosquito Squad Lake Country,,lakecountry@mosquitosquad.com,Mosquito Squad,Pest control (home services),Lake Country,,(434) 226-5530,https://www.mosquitosquad.com/lake-country/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0611#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/lake-country/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0612,Mosquito Squad Lake Nona,,lakenona@mosquitosquadplus.com,Mosquito Squad,Pest control (home services),Lake Nona,,(407) 502-7120,https://www.mosquitosquad.com/lake-nona/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0612#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/lake-nona/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0613,Mosquito Squad Lewisville,,lewisville@mosquitosquad.com,Mosquito Squad,Pest control (home services),Lewisville,,(469) 259-2585,https://www.mosquitosquad.com/lewisville/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0613#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/lewisville/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0614,Mosquito Squad Lexington,,lex@mosquitosquad.com,Mosquito Squad,Pest control (home services),Lexington,,(859) 955-8037,https://www.mosquitosquad.com/lexington/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0614#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/lexington/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0615,Mosquito Squad Losangeles,,quote@socalmosquitosquad.com,Mosquito Squad,Pest control (home services),Losangeles,,(818) 350-8870,https://www.mosquitosquad.com/losangeles/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0615#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/losangeles/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0616,Mosquito Squad Losangeles,,sanfernandovalley@mosquitosquad.com,Mosquito Squad,Pest control (home services),Losangeles,,(818) 350-8870,https://www.mosquitosquad.com/losangeles/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0616#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/losangeles/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0617,Mosquito Squad Louisville,,louisville@mosquitosquad.com,Mosquito Squad,Pest control (home services),Louisville,,(502) 443-9889,https://www.mosquitosquad.com/louisville/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0617#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/louisville/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0618,Mosquito Squad Lowcountry,,lowcountry@mosquitosquad.com,Mosquito Squad,Pest control (home services),Lowcountry,,(843) 258-5593,https://www.mosquitosquad.com/lowcountry/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0618#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/lowcountry/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0619,Mosquito Squad Melbourne,,melbourne@mosquitosquadplus.com,Mosquito Squad,Pest control (home services),Melbourne,,(321) 237-2317,https://www.mosquitosquad.com/melbourne/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0619#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/melbourne/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0620,Mosquito Squad Modesto,,felicia@mosquitosquad.com,Mosquito Squad,Pest control (home services),Modesto,,(209) 248-0967,https://www.mosquitosquad.com/modesto/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0620#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/modesto/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0621,Mosquito Squad Modesto,,raul@mosquitosquad.com,Mosquito Squad,Pest control (home services),Modesto,,(209) 248-0967,https://www.mosquitosquad.com/modesto/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0621#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/modesto/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0622,Mosquito Squad Mount Laurel,,mountlaurel@mosquitosquad.com,Mosquito Squad,Pest control (home services),Mount Laurel,,(856) 300-6146,https://www.mosquitosquad.com/mount-laurel/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0622#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/mount-laurel/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0623,Mosquito Squad Myrtle Beach,,myrtlebeach@mosquitosquad.com,Mosquito Squad,Pest control (home services),Myrtle Beach,,(843) 790-5556,https://www.mosquitosquad.com/myrtle-beach/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0623#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/myrtle-beach/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0624,Mosquito Squad Nashville,,nashville@mosquitosquad.com,Mosquito Squad,Pest control (home services),Nashville,,(615) 492-3662,https://www.mosquitosquad.com/nashville/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0624#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/nashville/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0625,Mosquito Squad Newton,,newton@mosquitosquad.com,Mosquito Squad,Pest control (home services),Newton,,(857) 285-5727,https://www.mosquitosquad.com/newton/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0625#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/newton/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0626,Mosquito Squad North Central Minnesota,,ncminnesota@mosquitosquad.com,Mosquito Squad,Pest control (home services),North Central Minnesota,,(218) 304-7704,https://www.mosquitosquad.com/north-central-minnesota/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0626#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/north-central-minnesota/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0627,Mosquito Squad North Central Wisconsin,,ncwisconsin@mosquitosquad.com,Mosquito Squad,Pest control (home services),North Central Wisconsin,,(715) 972-9717,https://www.mosquitosquad.com/north-central-wisconsin/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0627#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/north-central-wisconsin/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0628,Mosquito Squad North Jersey,,northjersey@mosquitosquad.com,Mosquito Squad,Pest control (home services),North Jersey,,(973) 532-5047,https://www.mosquitosquad.com/north-jersey/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0628#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/north-jersey/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0629,Mosquito Squad North Orange County,,northorangecounty@mosquitosquad.com,Mosquito Squad,Pest control (home services),North Orange County,,(714) 942-4331,https://www.mosquitosquad.com/north-orange-county/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0629#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/north-orange-county/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0630,Mosquito Squad North Phoenix,,phoenix@mosquitosquad.com,Mosquito Squad,Pest control (home services),North Phoenix,,(623) 243-4352,https://www.mosquitosquad.com/north-phoenix/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0630#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/north-phoenix/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0631,Mosquito Squad North Shore,,northshore@mosquitosquad.com,Mosquito Squad,Pest control (home services),North Shore,,(978) 597-7168,https://www.mosquitosquad.com/north-shore/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0631#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/north-shore/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0632,Mosquito Squad North West Minnesota,,nwminnesota@mosquitosquad.com,Mosquito Squad,Pest control (home services),North West Minnesota,,(320) 289-4101,https://www.mosquitosquad.com/north-west-minnesota/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0632#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/north-west-minnesota/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0633,Mosquito Squad North West Ohio,,nwohio@mosquitosquad.com,Mosquito Squad,Pest control (home services),North West Ohio,,(419) 273-9853,https://www.mosquitosquad.com/north-west-ohio/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0633#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/north-west-ohio/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0634,Mosquito Squad North West Wisconsin,,nwwisconsin@mosquitosquad.com,Mosquito Squad,Pest control (home services),North West Wisconsin,,(715) 636-0817,https://www.mosquitosquad.com/north-west-wisconsin/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0634#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/north-west-wisconsin/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0635,Mosquito Squad Northeast Florida,,neflorida@mosquitosquad.com,Mosquito Squad,Pest control (home services),Northeast Florida,,(904) 844-0816,https://www.mosquitosquad.com/northeast-florida/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0635#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/northeast-florida/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0636,Mosquito Squad Northeast Minnesota,,neminnesota@mosquitosquadplus.com,Mosquito Squad,Pest control (home services),Northeast Minnesota,,(218) 325-9495,https://www.mosquitosquad.com/northeast-minnesota/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0636#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/northeast-minnesota/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0637,Mosquito Squad Northeast Wisconsin,,northeastwi@mosquitosquad.com,Mosquito Squad,Pest control (home services),Northeast Wisconsin,,(920) 821-1142,https://www.mosquitosquad.com/northeast-wisconsin/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0637#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/northeast-wisconsin/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0638,Mosquito Squad Northern Va,,northern-va@mosquitosquad.com,Mosquito Squad,Pest control (home services),Northern Va,,(703) 940-0772,https://www.mosquitosquad.com/northern-va/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0638#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/northern-va/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0639,Mosquito Squad Northern Va,,nva@mosquitosquad.com,Mosquito Squad,Pest control (home services),Northern Va,,(703) 940-0772,https://www.mosquitosquad.com/northern-va/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0639#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/northern-va/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0640,Mosquito Squad Northland,,northland@mosquitosquad.com,Mosquito Squad,Pest control (home services),Northland,,(816) 354-1127,https://www.mosquitosquad.com/northland/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0640#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/northland/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0641,Mosquito Squad Nw Indiana,,sales@mosquitosquadindiana.com,Mosquito Squad,Pest control (home services),Nw Indiana,,(219) 402-3344,https://www.mosquitosquad.com/nw-indiana/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0641#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/nw-indiana/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0642,Mosquito Squad Oklahoma City,,oklahomacity@mosquitosquad.com,Mosquito Squad,Pest control (home services),Oklahoma City,,(405) 792-0230,https://www.mosquitosquad.com/oklahoma-city/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0642#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/oklahoma-city/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0644,Mosquito Squad Omaha Metro,,omahametro@mosquitosquad.com,Mosquito Squad,Pest control (home services),Omaha Metro,,(402) 378-9086,https://www.mosquitosquad.com/omaha-metro/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0643#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/omaha-metro/contact-us/,2026-08-14,2,SEND_READY,Not sent,
,Mosquito Squad Pasadena,,pasadena@mosquitosquad.com,Mosquito Squad,Pest control (home services),Pasadena,,(213) 238-5564,https://www.mosquitosquad.com/pasadena/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0644#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/pasadena/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0645,Mosquito Squad Raleigh,,raleigh@mosquitosquad.com,Mosquito Squad,Pest control (home services),Raleigh,,(919) 759-5688,https://www.mosquitosquad.com/raleigh/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0645#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/raleigh/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0646,Mosquito Squad Rancho Cucamonga,,vanessa@mosquitosquad.com,Mosquito Squad,Pest control (home services),Rancho Cucamonga,,(909) 332-2594,https://www.mosquitosquad.com/rancho-cucamonga/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0646#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/rancho-cucamonga/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0647,Mosquito Squad Rockford,,rockford@mosquitosquad.com,Mosquito Squad,Pest control (home services),Rockford,,(815) 324-6061,https://www.mosquitosquad.com/rockford/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0647#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/rockford/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0648,Mosquito Squad Rockwall Sherman,,rockwall@mosquitosquadplus.com,Mosquito Squad,Pest control (home services),Rockwall Sherman,,(972) 588-4368,https://www.mosquitosquad.com/rockwall-sherman/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0648#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/rockwall-sherman/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0649,Mosquito Squad Savannah,,savannah@mosquitosquad.com,Mosquito Squad,Pest control (home services),Savannah,,(912) 600-1574,https://www.mosquitosquad.com/savannah/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0649#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/savannah/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0650,Mosquito Squad Scottsdale,,scottsdale@mosquitosquad.com,Mosquito Squad,Pest control (home services),Scottsdale,,(480) 470-3026,https://www.mosquitosquad.com/scottsdale/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0650#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/scottsdale/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0651,Mosquito Squad South Jersey,,southjersey@mosquitosquad.com,Mosquito Squad,Pest control (home services),South Jersey,,(856) 617-5152,https://www.mosquitosquad.com/south-jersey/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0651#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/south-jersey/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0652,Mosquito Squad South Metro Minnesota,,minnesota@mosquitosquad.com,Mosquito Squad,Pest control (home services),South Metro Minnesota,,(952) 260-3998,https://www.mosquitosquad.com/south-metro-minnesota/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0652#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/south-metro-minnesota/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0653,Mosquito Squad Southeast Michigan,,semichcustomercare@mosquitosquad.com,Mosquito Squad,Pest control (home services),Southeast Michigan,,(734) 636-2893,https://www.mosquitosquad.com/southeast-michigan/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0653#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/southeast-michigan/contact-us/,2026-08-14,2,SEND_READY,Not sent,
